geoid,2012_population,2012_hispanic,2012_non_hispanic,2012_his_perc,2012_not_hispanic_prec,2012_median_income,2012_density,2013_population,2013_hispanic,2013_non_hispanic,2013_his_perc,2013_not_hispanic_prec,2013_median_income,2013_density,2014_population,2014_hispanic,2014_non_hispanic,2014_his_perc,2014_not_hispanic_prec,2014_median_income,2014_density,2015_population,2015_hispanic,2015_non_hispanic,2015_his_perc,2015_not_hispanic_prec,2015_median_income,2015_density,2016_population,2016_hispanic,2016_non_hispanic,2016_his_perc,2016_not_hispanic_prec,2016_median_income,2016_density,2017_population,2017_hispanic,2017_non_hispanic,2017_his_perc,2017_not_hispanic_prec,2017_median_income,2017_density,2018_population,2018_hispanic,2018_non_hispanic,2018_his_perc,2018_not_hispanic_prec,2018_median_income,2018_density,2019_population,2019_hispanic,2019_non_hispanic,2019_his_perc,2019_not_hispanic_prec,2019_median_income,2019_density,2020_population,2020_hispanic,2020_non_hispanic,2020_his_perc,2020_not_hispanic_prec,2020_median_income,2020_density,2021_population,2021_hispanic,2021_non_hispanic,2021_his_perc,2021_not_hispanic_prec,2021_median_income,2021_density,2022_population,2022_hispanic,2022_non_hispanic,2022_his_perc,2022_not_hispanic_prec,2022_median_income,2022_density
480291403002,1172.0,88,1058,0.0765,0.9235,52969.0,2260.47543,1218.0,66,1080,0.0575,0.9425,53836.0,2349.19716,1171.0,98,1048,0.0855,0.9145,54507.0,2258.5467,1243.0,128,1018,0.1115,0.8885,54056.0,2397.4155,1165.0,130,1016,0.1135,0.8865,53204.0,2246.9743,1171.0,104,1042,0.0905,0.9095,54066.0,2258.5467,1195.0,49,1097,0.0425,0.9575,53362.0,2304.8363,1168.0,142,1004,0.1235,0.8765,53343.0,2252.7605,1205.0,84,1062,0.0735,0.9265,54474.0,2324.12363,1201.0,104,1042,0.0905,0.9095,53582.0,2316.4087,1146.0,35.0,1111.0,0.0305,0.9695,53716.0,2210.32837
480291404004,571.0,98,388,0.2017,0.7983,37570.0,1841.43651,580.0,100,386,0.2067,0.7933,37991.0,1870.46091,563.0,96,390,0.1977,0.8023,38371.0,1815.63705,554.0,87,399,0.1787,0.8213,37390.0,1786.61266,551.0,91,395,0.1867,0.8133,36498.0,1776.93786,549.0,103,383,0.2127,0.7873,37232.0,1770.488,510.0,98,388,0.2007,0.7993,36995.0,1644.71563,549.0,88,398,0.1807,0.8193,38249.0,1770.488,567.0,103,383,0.2117,0.7883,37809.0,1828.53678,561.0,110,376,0.2267,0.7733,37947.0,1809.18719,486.0,82.0,404.0,0.1687,0.8313,37417.0,1567.31724
480291701011,1618.0,92,1448,0.06,0.94,37447.0,5056.53443,1598.0,109,1431,0.071,0.929,37600.0,4994.03091,1626.0,137,1403,0.089,0.911,37058.0,5081.53584,1552.0,82,1458,0.053,0.947,37514.0,4850.27283,1578.0,116,1424,0.075,0.925,38200.0,4931.5274,1617.0,108,1432,0.07,0.93,38181.0,5053.40925,1616.0,125,1415,0.081,0.919,38098.0,5050.28408,1590.0,55,1485,0.036,0.964,37512.0,4969.02951,1587.0,49,1491,0.032,0.968,38185.0,4959.65398,1617.0,128,1412,0.083,0.917,38356.0,5053.40925,1540.0,0.0,1540.0,0.0,1.0,38011.0,4812.77072
480291701022,793.0,65,660,0.09,0.91,23047.0,2473.43321,768.0,65,660,0.09,0.91,24188.0,2395.45612,816.0,54,671,0.075,0.925,22661.0,2545.17213,767.0,59,666,0.081,0.919,23304.0,2392.33704,820.0,10,715,0.014,0.986,22258.0,2557.64846,778.0,62,663,0.085,0.915,23129.0,2426.64695,770.0,34,691,0.047,0.953,23569.0,2401.69429,798.0,25,700,0.035,0.965,23348.0,2489.02862,778.0,20,705,0.028,0.972,24074.0,2426.64695,743.0,33,692,0.046,0.954,22528.0,2317.47903,725.0,0.0,725.0,0.0,1.0,23232.0,2261.33553
480291702003,1181.0,87,1034,0.0773,0.9227,32645.0,5121.06706,1194.0,112,1009,0.1003,0.8997,33209.0,5177.43782,1138.0,88,1033,0.0783,0.9217,32342.0,4934.60991,1214.0,130,991,0.1163,0.8837,32463.0,5264.16207,1162.0,56,1065,0.0503,0.9497,32784.0,5038.67902,1148.0,87,1034,0.0773,0.9227,33291.0,4977.97204,1162.0,97,1024,0.0863,0.9137,32914.0,5038.67902,1194.0,121,1000,0.1083,0.8917,32945.0,5177.43782,1206.0,152,969,0.1353,0.8647,33588.0,5229.47237,1155.0,126,995,0.1123,0.8877,32034.0,5008.32553,1121.0,44.0,1077.0,0.0393,0.9607,32788.0,4860.8943
480291702006,726.0,64,615,0.0948,0.9052,28787.0,1740.00575,709.0,32,647,0.0478,0.9522,29485.0,1699.26182,767.0,66,613,0.0978,0.9022,28349.0,1838.27054,744.0,38,641,0.0558,0.9442,29212.0,1783.14639,717.0,48,631,0.0708,0.9292,28916.0,1718.43543,726.0,36,643,0.0528,0.9472,27950.0,1740.00575,713.0,40,639,0.0588,0.9412,28861.0,1708.84862,755.0,65,614,0.0958,0.9042,29186.0,1809.51011,735.0,54,625,0.0798,0.9202,28401.0,1761.57607,746.0,60,619,0.0878,0.9122,28594.0,1787.93979,679.0,25.0,654.0,0.0368,0.9632,28571.0,1627.36075
480291702001,698.0,48,594,0.074,0.926,32586.0,3202.83391,697.0,47,595,0.073,0.927,33854.0,3198.24532,723.0,26,616,0.041,0.959,33525.0,3317.54859,688.0,53,589,0.082,0.918,34251.0,3156.94804,681.0,42,600,0.065,0.935,33712.0,3124.82793,685.0,24,618,0.037,0.963,34009.0,3143.18228,714.0,8,634,0.013,0.987,32564.0,3276.25131,709.0,58,584,0.09,0.91,33357.0,3253.30837,698.0,26,616,0.041,0.959,33740.0,3202.83391,697.0,50,592,0.078,0.922,33646.0,3198.24532,642.0,0.0,642.0,0.0,1.0,33299.0,2945.87302
480291702002,724.0,54,584,0.0852,0.9148,36569.0,3028.73111,715.0,88,550,0.1382,0.8618,37842.0,2991.08114,682.0,76,562,0.1192,0.8808,37962.0,2853.03124,707.0,56,582,0.0872,0.9128,37218.0,2957.6145,733.0,78,560,0.1222,0.8778,36255.0,3066.38108,664.0,61,577,0.0952,0.9048,36981.0,2777.7313,734.0,73,565,0.1152,0.8848,36597.0,3070.56441,680.0,89,549,0.1392,0.8608,37298.0,2844.66458,685.0,54,584,0.0842,0.9158,36915.0,2865.58123,656.0,44,594,0.0682,0.9318,36660.0,2744.26465,638.0,32.0,606.0,0.0502,0.9498,37083.0,2668.96471
480291703003,1201.0,160,1028,0.135,0.865,23282.0,4118.28849,1284.0,240,948,0.202,0.798,23574.0,4402.8996,1212.0,232,956,0.195,0.805,23675.0,4156.00804,1270.0,198,990,0.167,0.833,23055.0,4354.89291,1253.0,153,1035,0.129,0.871,23538.0,4296.59907,1279.0,172,1016,0.145,0.855,23561.0,4385.75436,1243.0,240,948,0.202,0.798,23373.0,4262.30857,1229.0,209,979,0.176,0.824,23872.0,4214.30188,1283.0,230,958,0.194,0.806,23583.0,4399.47055,1202.0,211,977,0.178,0.822,24773.0,4121.71754,1188.0,133.0,1055.0,0.112,0.888,24000.0,4073.71085
480291703002,601.0,18,531,0.0329,0.9671,40434.0,1850.31249,643.0,39,510,0.0709,0.9291,41154.0,1979.61885,589.0,53,496,0.0959,0.9041,39861.0,1813.36782,606.0,59,490,0.1069,0.8931,39786.0,1865.70611,636.0,38,511,0.0699,0.9301,39541.0,1958.06779,608.0,59,490,0.1069,0.8931,39240.0,1871.86355,582.0,48,501,0.0879,0.9121,39888.0,1791.81675,565.0,35,514,0.0639,0.9361,39872.0,1739.47846,612.0,43,506,0.0789,0.9211,40109.0,1884.17844,573.0,12,537,0.0219,0.9781,39909.0,1764.10825,549.0,6.0,543.0,0.0109,0.9891,40234.0,1690.2189
480291704012,1212.0,296,838,0.2613,0.7387,52361.0,4386.33,1167.0,287,847,0.2533,0.7467,52326.0,4223.47121,1157.0,259,875,0.2283,0.7717,53177.0,4187.28037,1231.0,316,818,0.2783,0.7217,52412.0,4455.09259,1185.0,335,799,0.2953,0.7047,52737.0,4288.61472,1213.0,338,796,0.2983,0.7017,52667.0,4389.94908,1160.0,296,838,0.2613,0.7387,51620.0,4198.13762,1191.0,254,880,0.2243,0.7757,52325.0,4310.32923,1228.0,296,838,0.2613,0.7387,52762.0,4444.23534,1192.0,275,859,0.2423,0.7577,51626.0,4313.94831,1134.0,234.0,900.0,0.2063,0.7937,52500.0,4104.04143
480291704014,842.0,136,641,0.1755,0.8245,47473.0,2423.51675,816.0,93,684,0.1195,0.8805,48631.0,2348.68131,819.0,107,670,0.1375,0.8625,47679.0,2357.31617,824.0,87,690,0.1115,0.8885,47456.0,2371.7076,787.0,123,654,0.1585,0.8415,47826.0,2265.21102,824.0,110,667,0.1415,0.8585,48580.0,2371.7076,834.0,109,668,0.1405,0.8595,49071.0,2400.49046,819.0,94,683,0.1215,0.8785,47952.0,2357.31617,790.0,138,639,0.1775,0.8225,47716.0,2273.84588,789.0,110,667,0.1415,0.8585,48278.0,2270.96759,777.0,61.0,716.0,0.0785,0.9215,48264.0,2236.42816
480291704021,1609.0,132,1459,0.0827,0.9173,33623.0,3092.61309,1690.0,163,1428,0.1027,0.8973,34169.0,3248.30089,1609.0,132,1459,0.0827,0.9173,34487.0,3092.61309,1646.0,103,1488,0.0647,0.9353,33436.0,3163.72974,1658.0,77,1514,0.0487,0.9513,34995.0,3186.7946,1659.0,140,1451,0.0877,0.9123,34290.0,3188.71667,1635.0,127,1464,0.0797,0.9203,34095.0,3142.58695,1666.0,187,1404,0.1177,0.8823,34069.0,3202.17117,1648.0,157,1434,0.0987,0.9013,34218.0,3167.57388,1679.0,60,1531,0.0377,0.9623,33572.0,3227.1581,1591.0,33.0,1558.0,0.0207,0.9793,34345.0,3058.01581
480291704023,1403.0,155,1209,0.1136,0.8864,45700.0,4241.16927,1432.0,110,1254,0.0806,0.9194,45898.0,4328.83421,1447.0,107,1257,0.0786,0.9214,44616.0,4374.17814,1377.0,96,1268,0.0706,0.9294,45439.0,4162.57312,1395.0,148,1216,0.1086,0.8914,46023.0,4216.98584,1399.0,49,1315,0.0356,0.9644,45982.0,4229.07755,1404.0,110,1254,0.0806,0.9194,44517.0,4244.1922,1408.0,124,1240,0.0906,0.9094,45506.0,4256.28391,1460.0,58,1306,0.0426,0.9574,45518.0,4413.47622,1454.0,69,1295,0.0506,0.9494,44267.0,4395.33864,1364.0,24.0,1340.0,0.0176,0.9824,45142.0,4123.27504
480291705002,389.0,279,77,0.7824,0.2176,51880.0,984.1424,406.0,267,89,0.7494,0.2506,52384.0,1027.1512,443.0,258,98,0.7254,0.2746,52901.0,1120.75857,436.0,258,98,0.7244,0.2756,51756.0,1103.04907,438.0,281,75,0.7894,0.2106,53049.0,1108.10893,446.0,258,98,0.7234,0.2766,53030.0,1128.34836,367.0,273,83,0.7674,0.2326,52706.0,928.48397,387.0,267,89,0.7494,0.2506,51467.0,979.08255,419.0,262,94,0.7354,0.2646,52319.0,1060.04028,393.0,266,90,0.7464,0.2536,52049.0,994.26212,356.0,249.0,107.0,0.6994,0.3006,52361.0,900.65475
480291817031,3057.0,1558,1427,0.5218,0.4782,58793.0,3460.3682,3057.0,1561,1424,0.5228,0.4772,59228.0,3460.3682,3056.0,1713,1272,0.5738,0.4262,58340.0,3459.23625,3079.0,1552,1433,0.5198,0.4802,59362.0,3485.27108,3061.0,1761,1224,0.5898,0.4102,59006.0,3464.896,3065.0,1572,1413,0.5268,0.4732,59459.0,3469.42379,3011.0,1590,1395,0.5328,0.4672,58739.0,3408.29854,3008.0,1761,1224,0.5898,0.4102,58381.0,3404.9027,3082.0,1516,1469,0.5078,0.4922,59305.0,3488.66693,3014.0,1680,1305,0.5628,0.4372,59377.0,3411.69439,2985.0,1465.0,1520.0,0.4908,0.5092,58648.0,3378.86787
480291817032,2506.0,1435,1021,0.5844,0.4156,119637.0,1790.52949,2526.0,1531,925,0.6234,0.3766,119795.0,1804.81943,2551.0,1592,864,0.6484,0.3516,119631.0,1822.68185,2531.0,1516,940,0.6174,0.3826,119108.0,1808.39191,2514.0,1489,967,0.6064,0.3936,120247.0,1796.24546,2466.0,1639,817,0.6674,0.3326,119006.0,1761.94961,2479.0,1573,883,0.6404,0.3596,119425.0,1771.23807,2500.0,1575,881,0.6414,0.3586,120374.0,1786.2425,2512.0,1578,878,0.6424,0.3576,120125.0,1794.81647,2528.0,1543,913,0.6284,0.3716,119074.0,1806.24842,2456.0,1401.0,1055.0,0.5704,0.4296,119554.0,1754.80463
480291817033,2889.0,2128,718,0.7478,0.2522,146202.0,1946.67367,2908.0,1943,903,0.6828,0.3172,144648.0,1959.47631,2918.0,1980,866,0.6958,0.3042,144917.0,1966.21453,2932.0,2003,843,0.7038,0.2962,146222.0,1975.64805,2921.0,1997,849,0.7018,0.2982,144419.0,1968.236,2870.0,1932,914,0.6788,0.3212,144496.0,1933.87104,2882.0,2091,755,0.7348,0.2652,144592.0,1941.95692,2859.0,1909,937,0.6708,0.3292,144367.0,1926.45899,2869.0,2014,832,0.7078,0.2922,146267.0,1933.19722,2929.0,2117,729,0.7438,0.2562,144951.0,1973.62658,2846.0,1858.0,988.0,0.6528,0.3472,145291.0,1917.6993
480291817041,1997.0,758,1185,0.3903,0.6097,83354.0,2309.50889,2027.0,743,1200,0.3823,0.6177,83874.0,2344.20356,2014.0,706,1237,0.3633,0.6367,83823.0,2329.1692,1986.0,653,1290,0.3363,0.6637,83043.0,2296.7875,1966.0,679,1264,0.3493,0.6507,83075.0,2273.65772,2001.0,679,1264,0.3493,0.6507,83259.0,2314.13484,1997.0,640,1303,0.3293,0.6707,83059.0,2309.50889,2012.0,653,1290,0.3363,0.6637,83514.0,2326.85622,2018.0,694,1249,0.3573,0.6427,83844.0,2333.79516,2033.0,721,1222,0.3713,0.6287,84242.0,2351.1425,1943.0,599.0,1344.0,0.3083,0.6917,83333.0,2247.05847
480291817042,1059.0,292,692,0.2967,0.7033,31277.0,363.1483,1007.0,254,730,0.2577,0.7423,32477.0,345.31666,1023.0,255,729,0.2587,0.7413,32338.0,350.80332,1075.0,259,725,0.2637,0.7363,32380.0,368.63496,1068.0,264,720,0.2687,0.7313,32470.0,366.23455,1028.0,245,739,0.2487,0.7513,31244.0,352.5179,1030.0,282,702,0.2867,0.7133,32812.0,353.20373,1010.0,279,705,0.2837,0.7163,31515.0,346.3454,1021.0,286,698,0.2907,0.7093,31554.0,350.11748,1054.0,246,738,0.2497,0.7503,31479.0,361.43372,984.0,226.0,758.0,0.2297,0.7703,32153.0,337.42958
480291917011,975.0,737,162,0.8195,0.1805,150651.0,211.48812,991.0,790,109,0.8785,0.1215,151073.0,214.9587,967.0,794,105,0.8835,0.1165,151656.0,209.75283,935.0,758,141,0.8435,0.1565,152039.0,202.81169,949.0,756,143,0.8405,0.1595,151139.0,205.84844,954.0,722,177,0.8035,0.1965,150792.0,206.93299,974.0,761,138,0.8465,0.1535,150642.0,211.27121,923.0,769,130,0.8555,0.1445,150682.0,200.20876,961.0,757,142,0.8425,0.1575,151937.0,208.45137,930.0,724,175,0.8055,0.1945,150961.0,201.72713,899.0,708.0,191.0,0.7875,0.2125,151250.0,195.00289
480291917012,648.0,473,83,0.8504,0.1496,133762.0,408.41023,629.0,464,92,0.8354,0.1646,134319.0,396.43523,602.0,456,100,0.8194,0.1806,134403.0,379.41814,595.0,484,72,0.8714,0.1286,134270.0,375.0063,625.0,475,81,0.8544,0.1456,132908.0,393.91418,596.0,471,85,0.8464,0.1536,133143.0,375.63657,601.0,475,81,0.8544,0.1456,133119.0,378.78788,635.0,441,115,0.7934,0.2066,133974.0,400.21681,635.0,479,77,0.8614,0.1386,133178.0,400.21681,626.0,462,94,0.8304,0.1696,132630.0,394.54445,556.0,435.0,121.0,0.7824,0.2176,133472.0,350.42606
480291918071,3425.0,1542,1810,0.4601,0.5399,74412.0,725.12631,3402.0,1502,1850,0.4481,0.5519,72750.0,720.25685,3368.0,1502,1850,0.4481,0.5519,72775.0,713.05852,3407.0,1723,1629,0.5141,0.4859,74217.0,721.31543,3432.0,1787,1565,0.5331,0.4669,72920.0,726.60832,3441.0,1670,1682,0.4981,0.5019,73673.0,728.51377,3427.0,1747,1605,0.5211,0.4789,73316.0,725.54975,3449.0,1549,1803,0.4621,0.5379,74481.0,730.20749,3369.0,1750,1602,0.5221,0.4779,73131.0,713.27023,3420.0,1525,1827,0.4551,0.5449,74287.0,724.06774,3352.0,1465.0,1887.0,0.4371,0.5629,73750.0,709.67107
480291209011,1135.0,401,688,0.3681,0.6319,70991.0,1509.53936,1178.0,418,671,0.3841,0.6159,70602.0,1566.72895,1159.0,415,674,0.3811,0.6189,69569.0,1541.45913,1179.0,422,667,0.3871,0.6129,70561.0,1568.05895,1124.0,419,670,0.3851,0.6149,69859.0,1494.90946,1147.0,413,676,0.3791,0.6209,71258.0,1525.49925,1117.0,430,659,0.3951,0.6049,71099.0,1485.59953,1110.0,400,689,0.3671,0.6329,70761.0,1476.28959,1120.0,446,643,0.4091,0.5909,70384.0,1489.5895,1120.0,387,702,0.3551,0.6449,71216.0,1489.5895,1089.0,341.0,748.0,0.3131,0.6869,70417.0,1448.35979
480291209012,1337.0,746,545,0.5775,0.4225,32714.0,1133.86762,1381.0,722,569,0.5595,0.4405,31293.0,1171.18263,1324.0,788,503,0.6105,0.3895,32666.0,1122.84273,1355.0,722,569,0.5595,0.4405,31869.0,1149.13285,1301.0,793,498,0.6145,0.3855,31552.0,1103.33715,1343.0,817,474,0.6325,0.3675,32148.0,1138.95603,1354.0,756,535,0.5855,0.4145,31939.0,1148.28478,1345.0,823,468,0.6375,0.3625,32158.0,1140.65216,1375.0,760,531,0.5885,0.4115,32717.0,1166.09422,1374.0,783,508,0.6065,0.3935,31196.0,1165.24615,1291.0,703.0,588.0,0.5445,0.4555,31766.0,1094.85646
480291209023,2125.0,1051,986,0.516,0.484,59196.0,2546.57231,2079.0,994,1043,0.488,0.512,57296.0,2491.44651,2077.0,1021,1016,0.501,0.499,58889.0,2489.04974,2089.0,980,1057,0.481,0.519,57714.0,2503.43038,2122.0,1033,1004,0.507,0.493,58043.0,2542.97715,2108.0,976,1061,0.479,0.521,58618.0,2526.19974,2120.0,1031,1006,0.506,0.494,58789.0,2540.58038,2103.0,1023,1014,0.502,0.498,58520.0,2520.2078,2120.0,1120,917,0.55,0.45,58378.0,2540.58038,2088.0,1012,1025,0.497,0.503,58705.0,2502.232,2037.0,941.0,1096.0,0.462,0.538,58255.0,2441.11426
480291209024,1092.0,755,274,0.7341,0.2659,34638.0,727.23495,1098.0,780,249,0.7581,0.2419,33264.0,731.23075,1091.0,730,299,0.7091,0.2909,34897.0,726.56898,1043.0,796,233,0.7731,0.2269,34034.0,694.60261,1045.0,757,272,0.7361,0.2639,34894.0,695.93454,1100.0,781,248,0.7591,0.2409,33828.0,732.56268,1126.0,745,284,0.7241,0.2759,33982.0,749.8778,1107.0,719,310,0.6991,0.3009,34328.0,737.22444,1065.0,770,259,0.7481,0.2519,34457.0,709.25386,1080.0,767,262,0.7451,0.2549,33602.0,719.24336,1029.0,707.0,322.0,0.6871,0.3129,34153.0,685.27909
480291209021,1939.0,1510,351,0.8115,0.1885,51307.0,4071.21156,1901.0,1423,438,0.7645,0.2355,52424.0,3991.42505,1896.0,1417,444,0.7615,0.2385,51113.0,3980.92683,1896.0,1490,371,0.8005,0.1995,51489.0,3980.92683,1884.0,1432,429,0.7695,0.2305,52259.0,3955.73109,1903.0,1372,489,0.7375,0.2625,52053.0,3995.62434,1916.0,1497,364,0.8045,0.1955,52264.0,4022.91972,1892.0,1475,386,0.7925,0.2075,52396.0,3972.52825,1878.0,1505,356,0.8085,0.1915,51602.0,3943.13322,1897.0,1350,511,0.7255,0.2745,50929.0,3983.02647,1861.0,1326.0,535.0,0.7125,0.2875,51713.0,3907.43925
480291210002,1539.0,1019,501,0.6704,0.3296,76082.0,780.22893,1560.0,978,542,0.6434,0.3566,75089.0,790.87533,1600.0,949,571,0.6244,0.3756,74858.0,811.15418,1587.0,973,547,0.6404,0.3596,74580.0,804.56355,1566.0,967,553,0.6364,0.3636,76191.0,793.91715,1564.0,1013,507,0.6664,0.3336,74610.0,792.90321,1596.0,1036,484,0.6814,0.3186,75713.0,809.1263,1566.0,954,566,0.6274,0.3726,74597.0,793.91715,1533.0,1046,474,0.6884,0.3116,74459.0,777.1871,1572.0,1022,498,0.6724,0.3276,76171.0,796.95898,1520.0,908.0,612.0,0.5974,0.4026,75227.0,770.59647
480291517002,1872.0,387,1444,0.2116,0.7884,57656.0,2623.81109,1926.0,463,1368,0.2526,0.7474,56881.0,2699.49794,1889.0,435,1396,0.2376,0.7624,56843.0,2647.63843,1903.0,375,1456,0.2046,0.7954,58134.0,2667.26095,1860.0,376,1455,0.2056,0.7944,56845.0,2606.99178,1863.0,424,1407,0.2316,0.7684,56971.0,2611.19661,1870.0,435,1396,0.2376,0.7624,56315.0,2621.00787,1914.0,411,1420,0.2246,0.7754,56760.0,2682.67864,1929.0,483,1348,0.2636,0.7364,57694.0,2703.70277,1874.0,325,1506,0.1776,0.8224,58103.0,2626.6143,1831.0,305.0,1526.0,0.1666,0.8334,57266.0,2566.34514
480291310003,802.0,459,318,0.5903,0.4097,55181.0,1986.58436,801.0,442,335,0.5683,0.4317,55435.0,1984.10733,807.0,438,339,0.5633,0.4367,53888.0,1998.96955,835.0,441,336,0.5673,0.4327,54239.0,2068.32661,853.0,452,325,0.5813,0.4187,53893.0,2112.91329,843.0,494,283,0.6353,0.3647,54487.0,2088.14292,797.0,495,282,0.6373,0.3627,53780.0,1974.19917,816.0,463,314,0.5963,0.4037,53577.0,2021.26289,827.0,452,325,0.5823,0.4177,54324.0,2048.51031,820.0,448,329,0.5763,0.4237,53951.0,2031.17104,777.0,419.0,358.0,0.5393,0.4607,54495.0,1924.65842
480291210001,1547.0,1181,330,0.7815,0.2185,133625.0,1683.58413,1526.0,1170,341,0.7745,0.2255,134261.0,1660.73005,1557.0,1282,229,0.8485,0.1515,134390.0,1694.46703,1534.0,1214,297,0.8035,0.1965,133902.0,1669.43636,1540.0,1229,282,0.8135,0.1865,133565.0,1675.9661,1540.0,1238,273,0.8195,0.1805,133677.0,1675.9661,1581.0,1290,221,0.8535,0.1465,133573.0,1720.58598,1543.0,1229,282,0.8135,0.1865,133028.0,1679.23097,1598.0,1187,324,0.7855,0.2145,134069.0,1739.0869,1567.0,1281,230,0.8475,0.1525,133392.0,1705.34992,1511.0,1143.0,368.0,0.7565,0.2435,133846.0,1644.4057
480291212041,1541.0,1149,355,0.7639,0.2361,31297.0,599.42197,1515.0,1119,385,0.7439,0.2561,30660.0,589.30843,1586.0,1110,394,0.7379,0.2621,30220.0,616.92618,1600.0,1105,399,0.7349,0.2651,31029.0,622.37194,1527.0,1072,432,0.7129,0.2871,30995.0,593.97622,1561.0,1054,450,0.7009,0.2991,31025.0,607.20162,1565.0,1084,420,0.7209,0.2791,31496.0,608.75755,1544.0,1078,426,0.7169,0.2831,32001.0,600.58892,1573.0,1155,349,0.7679,0.2321,30159.0,611.86941,1540.0,1128,376,0.7499,0.2501,32091.0,599.03299,1504.0,1015.0,489.0,0.6749,0.3251,31113.0,585.02962
480291212052,1051.0,469,567,0.4527,0.5473,48085.0,496.7454,1072.0,505,531,0.4877,0.5123,48426.0,506.67085,1070.0,518,518,0.4997,0.5003,48182.0,505.72557,1126.0,500,536,0.4827,0.5173,46962.0,532.19345,1112.0,486,550,0.4687,0.5313,46817.0,525.57648,1117.0,533,503,0.5147,0.4853,47055.0,527.93968,1118.0,501,535,0.4837,0.5163,47562.0,528.41232,1084.0,519,517,0.5007,0.4993,46555.0,512.34254,1101.0,503,533,0.4857,0.5143,48182.0,520.37743,1088.0,540,496,0.5217,0.4783,48189.0,514.2331,1036.0,439.0,597.0,0.4237,0.5763,47500.0,489.65579
480291212051,3171.0,1226,1920,0.3897,0.6103,53026.0,3688.54747,3194.0,1110,2036,0.3527,0.6473,54217.0,3715.30137,3237.0,1320,1826,0.4197,0.5803,53976.0,3765.31951,3157.0,1223,1923,0.3887,0.6113,54136.0,3672.2625,3205.0,1298,1848,0.4127,0.5873,54200.0,3728.0967,3218.0,1314,1832,0.4177,0.5823,53802.0,3743.21847,3184.0,1254,1892,0.3987,0.6013,53964.0,3703.66924,3235.0,1163,1983,0.3697,0.6303,53242.0,3762.99309,3229.0,1267,1879,0.4027,0.5973,52889.0,3756.01381,3192.0,1342,1804,0.4267,0.5733,52595.0,3712.97494,3146.0,1078.0,2068.0,0.3427,0.6573,53228.0,3659.46716
480291212062,1198.0,687,439,0.6101,0.3899,105002.0,2593.05676,1154.0,655,471,0.5821,0.4179,105344.0,2497.81928,1210.0,619,507,0.5501,0.4499,105947.0,2619.03061,1224.0,628,498,0.5581,0.4419,104278.0,2649.33345,1145.0,682,444,0.6061,0.3939,104527.0,2478.33889,1219.0,659,467,0.5851,0.4149,105047.0,2638.51101,1162.0,612,514,0.5431,0.4569,104345.0,2515.13518,1167.0,666,460,0.5911,0.4089,104477.0,2525.95762,1194.0,673,453,0.5981,0.4019,105831.0,2584.3988,1198.0,617,509,0.5481,0.4519,105451.0,2593.05676,1126.0,589.0,537.0,0.5231,0.4769,105227.0,2437.21361
480291212063,1145.0,381,707,0.3505,0.6495,79533.0,1432.44968,1101.0,316,772,0.2905,0.7095,80110.0,1377.40358,1147.0,350,738,0.3215,0.6785,79898.0,1434.95177,1148.0,395,693,0.3635,0.6365,79749.0,1436.20282,1175.0,348,740,0.3195,0.6805,80574.0,1469.98111,1124.0,326,762,0.2995,0.7005,81340.0,1406.17767,1153.0,325,763,0.2985,0.7015,81463.0,1442.45806,1176.0,361,727,0.3315,0.6685,80070.0,1471.23216,1115.0,318,770,0.2925,0.7075,79641.0,1394.91824,1128.0,356,732,0.3275,0.6725,80110.0,1411.18186,1088.0,291.0,797.0,0.2675,0.7325,80469.0,1361.13996
480291212065,1762.0,622,1064,0.3688,0.6312,41997.0,1643.40223,1759.0,613,1073,0.3638,0.6362,42697.0,1640.60416,1721.0,504,1182,0.2988,0.7012,41998.0,1605.16189,1741.0,522,1164,0.3098,0.6902,42585.0,1623.81572,1752.0,516,1170,0.3058,0.6942,42040.0,1634.07532,1753.0,644,1042,0.3818,0.6182,43238.0,1635.00801,1767.0,618,1068,0.3668,0.6332,42751.0,1648.06569,1724.0,635,1051,0.3768,0.6232,42970.0,1607.95996,1778.0,644,1042,0.3818,0.6182,41552.0,1658.3253,1736.0,573,1113,0.3398,0.6602,42013.0,1619.15226,1686.0,487.0,1199.0,0.2888,0.7112,42481.0,1572.51769
480291212066,1366.0,796,490,0.619,0.381,61976.0,2737.0855,1331.0,747,539,0.581,0.419,61638.0,2666.9552,1329.0,802,484,0.624,0.376,62168.0,2662.94776,1370.0,764,522,0.594,0.406,62226.0,2745.1004,1345.0,787,499,0.612,0.388,62765.0,2695.00732,1306.0,802,484,0.624,0.376,61613.0,2616.86213,1372.0,748,538,0.582,0.418,62931.0,2749.10784,1334.0,694,592,0.54,0.46,61329.0,2672.96637,1371.0,729,557,0.567,0.433,61536.0,2747.10412,1334.0,737,549,0.573,0.427,63045.0,2672.96637,1286.0,679.0,607.0,0.528,0.472,62143.0,2576.78767
